application,approval,uid,gender,bal,prod_list,item,seq_len,item_neg
1,1,1378,2,70553,"25,85,57",4,3,86
0,1,268,2,98272,"13,6,59",77,3,19
1,1,587,1,18966,"91,10,51",98,3,25
0,0,594,1,72235,"56,93,65",39,3,12
1,0,1761,2,64802,"58,89,79",56,3,35
0,1,968,1,96590,"11,71,25",1,3,49
0,0,397,2,98847,"40,98,0",19,3,48
1,0,1565,1,19654,"45,45,37",55,3,4
0,1,623,1,96689,"43,66,83",96,3,10
0,0,1960,1,17118,"100,76,21",17,3,91
1,1,190,1,58707,"78,70,22",89,3,96
1,0,1471,2,91775,"55,63,98",43,3,44
1,0,1011,1,39302,"68,27,49",46,3,93
0,0,1261,1,71460,"44,53,31",8,3,79
1,0,7,2,11581,"18,30,71",51,3,72
1,1,1357,1,43941,"3,30,52",22,3,15
1,0,641,1,47171,"60,53,95",99,3,79
1,1,1115,1,94697,"49,92,46",8,3,95
1,1,1859,1,25808,"7,70,68",59,3,67
1,1,1087,2,89081,"66,10,14",49,3,5
0,1,1323,1,91078,"6,40,7",15,3,58
1,0,1935,2,14049,"23,99,7",98,3,90
1,1,259,2,17414,"18,35,96",87,3,62
0,1,1082,1,72125,"8,72,13",65,3,82
1,1,328,1,42696,"20,10,80",91,3,49
0,1,653,1,68091,"52,65,55",70,3,7
0,0,1952,1,54886,"42,44,38",46,3,49
0,1,995,1,24329,"41,63,51",19,3,49
1,0,1547,1,74782,"63,47,73",7,3,94
1,1,853,2,57665,"61,32,54",15,3,4
1,1,903,1,33793,"43,52,91",5,3,66
0,1,1521,1,56692,"88,66,63",2,3,19
0,1,344,2,35496,"62,77,81",78,3,23
0,1,1949,1,43745,"58,35,8",38,3,46
1,1,1615,2,24460,"17,1,85",5,3,28
0,1,1490,1,31369,"95,86,66",95,3,56
0,1,1385,2,89270,"84,11,56",83,3,82
0,1,864,2,16713,"25,26,28",66,3,43
1,0,725,1,76021,"51,43,77",8,3,82
1,0,1314,1,11779,"15,41,27",73,3,49
1,1,300,1,41230,"92,100,41",90,3,67
0,0,432,2,22003,"71,7,95",59,3,27
1,0,1864,2,95120,"73,8,30",25,3,84
1,1,34,1,20345,"80,15,67",52,3,72
0,0,571,2,47503,"96,31,36",88,3,48
0,1,187,2,49878,"29,97,49",39,3,37
1,0,1815,1,31467,"43,79,37",28,3,32
1,1,800,2,61359,"35,46,19",77,3,62
0,1,1143,2,64390,"46,91,87",13,3,85
1,1,1963,2,74830,"48,86,41",23,3,35
0,1,598,1,97048,"83,6,80",95,3,69
0,0,1123,1,97365,"47,9,46",68,3,67
1,1,833,2,60155,"51,33,45",54,3,98
0,0,1734,2,49064,"64,54,41",28,3,56
1,0,576,1,49826,"89,17,84",28,3,47
0,1,1933,2,20224,"17,8,18",78,3,64
1,0,1379,2,50946,"61,6,34",81,3,10
0,1,684,1,20451,"22,63,10",55,3,91
0,0,1374,1,66901,"46,20,72",18,3,63
0,1,132,2,13851,"33,22,72",57,3,81
0,0,436,2,62115,"51,91,20",49,3,31
0,0,848,1,23228,"69,0,14",70,3,98
1,1,1469,1,97596,"77,52,26",40,3,60
0,0,1503,2,36763,"23,32,21",52,3,86
1,1,1643,1,32948,"33,69,70",57,3,11
1,0,893,2,50891,"39,25,18",63,3,9
1,0,1494,2,47124,"28,55,48",41,3,3
1,0,1148,2,51768,"23,11,1",1,3,76
1,1,72,2,31987,"30,99,0",75,3,54
0,1,1304,2,69022,"67,29,38",54,3,11
1,0,983,1,14164,"37,29,50",62,3,68
0,0,30,1,42053,"58,74,4",85,3,13
1,1,1051,1,63551,"87,51,51",46,3,5
0,0,1323,1,94206,"6,63,50",28,3,92
1,1,687,2,18988,"72,56,75",55,3,14
1,0,1029,1,88686,"2,22,15",52,3,58
0,0,226,1,59717,"41,58,98",77,3,15
1,0,482,1,36986,"50,25,24",97,3,60
0,1,674,2,84002,"91,83,55",88,3,17
1,0,1530,1,36319,"54,95,86",82,3,39
1,0,615,2,61886,"24,75,81",86,3,31
1,0,1023,2,50360,"71,49,38",50,3,81
1,1,1331,2,71270,"20,28,46",48,3,32
1,0,586,2,15504,"42,73,85",61,3,11
0,0,24,1,95101,"78,98,62",75,3,61
1,0,1217,2,89570,"100,93,44",29,3,43
1,0,1035,1,56406,"42,58,9",32,3,53
0,0,1364,1,45053,"81,3,23",41,3,37
1,0,1423,2,54631,"83,76,9",43,3,76
0,1,1944,1,90099,"68,80,9",4,3,72
0,1,1340,1,26818,"86,77,94",71,3,64
1,1,680,2,81610,"44,55,15",71,3,60
1,0,677,2,88484,"90,57,89",62,3,0
1,1,1772,2,24158,"3,45,58",27,3,96
1,1,1320,2,33812,"14,99,86",52,3,62
1,1,452,2,27731,"92,41,33",60,3,9
1,1,870,1,58618,"10,20,53",51,3,53
1,0,969,2,73314,"60,33,53",41,3,22
1,0,927,2,68075,"96,22,92",55,3,37
1,1,1483,1,35625,"42,24,4",49,3,49
0,1,1791,2,33601,"72,7,71",75,3,42
0,1,177,1,93646,"15,36,60",80,3,27
1,1,1425,2,59170,"55,52,35",46,3,30
0,1,377,1,48019,"94,52,66",99,3,25
0,1,189,2,14299,"41,93,27",14,3,79
0,0,510,2,68198,"45,10,100",19,3,41
0,1,214,1,79014,"23,16,30",43,3,59
0,1,1833,2,41801,"29,30,89",50,3,81
0,0,809,1,75585,"26,79,18",9,3,75
1,0,1523,2,35658,"55,91,36",47,3,54
0,0,1721,1,72217,"20,76,56",47,3,77
0,1,1507,1,37062,"71,23,89",58,3,81
1,0,908,1,68873,"14,53,87",8,3,84
0,0,193,2,79491,"17,61,92",57,3,72
1,1,912,2,21779,"81,19,65",11,3,44
0,1,533,2,97296,"35,48,55",21,3,46
1,1,754,1,86138,"32,96,9",44,3,73
1,0,615,1,30554,"37,2,35",40,3,22
0,1,440,2,57231,"8,55,21",44,3,17
0,1,741,2,22260,"1,8,39",25,3,84
1,0,1152,2,43032,"90,54,19",93,3,15
1,0,1644,2,84330,"16,34,28",20,3,58
1,0,407,1,16051,"83,1,40",27,3,45
0,1,1741,2,90564,"31,77,21",81,3,96
0,0,70,1,50628,"0,70,43",40,3,94
1,0,157,1,97915,"27,27,59",43,3,7
1,1,1701,2,42135,"53,74,72",48,3,25
1,0,1867,1,68571,"26,64,14",50,3,73
1,1,200,1,94372,"32,70,40",86,3,47
1,0,593,2,35561,"30,28,73",9,3,13
0,0,1817,1,35059,"75,73,19",72,3,98
1,0,724,2,43538,"31,56,61",48,3,86
0,0,1,2,19622,"49,92,44",54,3,54
1,1,381,1,95388,"18,25,53",85,3,45
0,0,1540,2,91329,"38,45,30",82,3,48
0,0,1918,1,84156,"8,99,92",29,3,21
1,1,974,2,80473,"37,43,27",83,3,42
0,0,324,1,56539,"40,81,16",10,3,19
0,0,68,1,65916,"30,87,69",34,3,52
1,0,1482,2,26498,"6,89,44",89,3,82
1,0,309,1,80825,"41,93,2",20,3,33
1,0,424,1,32934,"91,16,20",55,3,35
0,1,395,1,39600,"89,71,24",36,3,37
0,0,1127,1,16509,"36,6,57",27,3,56
1,0,1285,1,46269,"46,38,49",63,3,68
1,0,1930,2,40843,"17,78,88",10,3,76
0,0,65,1,22279,"86,55,51",44,3,95
0,1,464,1,11811,"29,67,66",15,3,97
0,0,902,2,24033,"42,100,78",15,3,51
0,1,1497,2,95386,"42,90,85",55,3,69
0,1,457,2,50049,"97,8,27",75,3,2
1,0,1776,2,10228,"95,68,28",34,3,63
1,0,242,1,22998,"15,36,9",94,3,64
1,0,1269,1,48005,"24,42,83",9,3,60
1,0,1067,1,74802,"58,87,47",23,3,45
0,0,1649,2,96437,"92,75,92",45,3,16
1,1,976,1,52412,"14,5,96",84,3,46
0,0,654,1,36365,"3,17,88",35,3,35
1,1,633,1,38698,"17,7,53",18,3,4
0,1,330,1,22812,"54,80,82",94,3,8
0,0,1371,1,13561,"37,82,83",35,3,98
0,0,1574,1,66479,"59,14,77",52,3,7
1,0,783,1,52009,"79,68,73",18,3,38
1,0,955,1,52870,"33,38,75",48,3,96
1,1,1085,2,81594,"59,96,55",63,3,56
1,1,1325,1,21053,"7,9,29",9,3,30
1,0,223,2,84837,"29,45,38",45,3,15
1,0,949,2,73786,"28,82,74",6,3,17
0,0,460,2,84306,"24,63,28",9,3,66
0,1,90,1,48964,"45,19,97",52,3,54
0,0,1019,1,44516,"52,2,95",24,3,77
0,0,247,2,41099,"7,100,81",60,3,35
0,0,89,1,60004,"4,33,61",47,3,11
1,0,338,1,23190,"22,94,87",48,3,66
0,1,1066,1,98083,"76,81,37",90,3,54
0,0,391,1,78681,"90,92,46",76,3,75
1,1,1944,2,87058,"34,40,100",83,3,51
0,0,1260,1,60482,"21,45,74",29,3,17
1,0,162,1,83160,"13,32,89",42,3,40
1,1,1761,2,14030,"34,74,5",78,3,13
1,1,1238,1,52281,"39,70,11",39,3,51
0,0,1052,1,15577,"19,19,88",7,3,1
0,1,292,1,48561,"15,5,99",55,3,31
1,1,1645,2,75520,"41,12,38",12,3,75
1,0,1120,1,87167,"90,94,57",16,3,39
1,1,1832,2,40187,"76,80,78",56,3,97
0,1,1185,2,89292,"40,22,32",10,3,43
1,1,676,1,55595,"74,39,51",44,3,73
1,0,797,1,51101,"91,35,15",9,3,66
1,0,99,2,61089,"45,38,71",52,3,12
0,1,143,2,72583,"99,83,25",34,3,53
1,1,1217,1,60383,"17,23,72",57,3,37
0,0,1454,1,24413,"97,13,29",52,3,64
0,0,700,1,79001,"30,25,68",79,3,27
1,1,1931,1,72435,"71,66,2",84,3,45
0,0,712,2,90797,"25,59,43",63,3,20
1,0,1946,2,85376,"1,1,64",87,3,51
1,1,80,1,76133,"39,20,23",80,3,17
0,1,1887,2,50465,"38,98,86",14,3,0
1,0,1849,2,27724,"6,50,30",59,3,85
0,0,1010,1,58874,"1,71,80",61,3,3
1,1,972,2,71485,"13,46,21",3,3,54
1,0,548,1,85698,"92,85,10",79,3,54
0,1,1683,1,92639,"83,24,20",97,3,39
1,0,558,2,44859,"0,68,33",65,3,93
0,0,1745,2,49767,"46,67,79",99,3,60
1,0,689,1,39107,"2,17,65",14,3,87
1,0,1570,2,82269,"52,36,5",86,3,17
0,0,267,2,76517,"18,66,44",58,3,94
1,1,1546,2,87520,"67,99,35",84,3,41
0,0,890,1,63528,"51,89,52",31,3,29
0,0,788,2,28540,"85,100,7",5,3,40
1,0,1378,1,30113,"78,50,26",11,3,0
0,0,550,1,36468,"76,75,45",69,3,53
1,0,909,2,27768,"25,55,11",55,3,33
0,0,1398,1,88920,"60,27,11",61,3,97
0,0,359,2,22957,"90,7,13",37,3,21
1,0,209,2,89549,"6,62,98",31,3,3
1,1,1272,2,69868,"0,33,8",22,3,63
0,1,859,2,72986,"62,17,64",95,3,94
1,1,1729,1,85843,"70,13,37",3,3,49
0,1,1542,2,97678,"8,53,42",57,3,11
0,1,1641,1,14847,"46,31,16",49,3,33
1,0,1789,1,14371,"32,77,37",77,3,51
0,0,63,1,24445,"79,83,5",71,3,88
0,1,206,2,83557,"86,54,9",25,3,39
1,0,135,1,78699,"31,62,40",37,3,83
1,0,623,1,92827,"95,16,62",89,3,84
1,1,680,2,60631,"19,80,47",30,3,98
0,1,1245,2,57179,"22,4,33",88,3,30
0,1,383,2,71777,"23,41,75",17,3,57
1,0,1991,2,51419,"30,97,5",22,3,90
0,0,1036,2,44233,"38,84,74",77,3,30
1,1,1246,1,94572,"16,75,57",82,3,49
0,1,892,1,40599,"27,49,81",32,3,35
1,0,383,2,11568,"48,99,81",41,3,65
0,1,924,1,62193,"59,94,18",34,3,41
0,0,1503,1,23989,"36,63,98",79,3,19
0,0,790,1,59119,"26,17,11",78,3,92
1,1,1983,2,53532,"57,40,26",1,3,85
1,1,1748,1,58987,"10,12,20",97,3,24
0,0,101,2,39311,"78,77,42",17,3,36
1,1,337,2,27086,"28,83,33",70,3,14
1,1,799,2,87252,"98,94,49",75,3,52
0,1,1772,1,52888,"7,57,46",44,3,54
0,0,846,2,74256,"22,70,25",79,3,51
0,0,1108,1,76395,"99,97,5",25,3,62
0,1,442,2,31828,"86,61,47",96,3,10
1,0,172,1,47309,"63,82,16",22,3,77
0,1,1964,2,18700,"41,42,51",62,3,51
0,0,437,1,69583,"29,12,99",100,3,88
1,1,1301,2,42559,"34,33,82",16,3,79
1,0,1438,2,92574,"6,27,54",15,3,53
1,1,1876,1,66845,"64,13,15",49,3,27
1,0,1168,2,58195,"0,39,92",43,3,72
0,1,768,2,26318,"74,57,30",87,3,91
0,0,1460,2,28780,"2,80,8",43,3,2
0,0,1768,1,17642,"70,8,77",13,3,78
0,0,1197,1,76721,"45,68,93",47,3,1
0,1,1506,2,15350,"86,0,0",60,3,79
1,1,37,1,49064,"40,28,6",96,3,14
1,1,426,1,61240,"55,48,88",98,3,44
0,1,391,2,95781,"59,81,45",54,3,50
0,0,1482,2,13841,"66,64,47",30,3,12
1,1,517,2,82152,"47,54,91",11,3,86
1,1,684,1,49855,"34,8,63",48,3,39
0,0,652,2,63785,"95,70,38",12,3,69
0,0,100,1,82234,"83,82,0",20,3,19
0,0,556,1,53073,"88,7,67",73,3,74
0,0,1841,1,55779,"57,15,31",100,3,71
1,0,1442,2,86458,"77,90,37",80,3,30
1,1,549,2,77965,"37,89,100",6,3,88
1,1,1057,2,73554,"54,97,75",84,3,55
1,0,1476,1,64915,"78,32,43",77,3,64
0,1,99,2,97888,"10,32,12",1,3,69
0,1,1716,1,60290,"87,32,51",22,3,39
1,0,275,1,84503,"49,3,48",47,3,31
1,0,680,1,83303,"53,86,63",19,3,23
1,1,532,1,12093,"34,18,76",22,3,20
1,0,1473,1,67964,"71,73,48",70,3,55
0,0,1872,1,35869,"98,7,78",38,3,25
0,1,1798,2,58207,"26,82,18",84,3,78
0,0,612,1,44503,"99,6,2",92,3,13
1,0,1229,2,74638,"17,90,91",37,3,8
0,1,1605,1,60315,"67,3,43",15,3,3
0,0,149,2,68169,"9,46,49",92,3,20
0,1,800,1,68878,"51,52,42",90,3,41
1,0,534,2,43180,"22,61,31",4,3,0
1,1,772,1,65136,"59,41,82",17,3,34
1,0,52,2,81656,"5,17,23",65,3,16
0,1,957,2,36901,"56,56,12",43,3,18
1,1,1511,2,99845,"29,69,45",24,3,15
1,1,28,2,71963,"75,10,35",89,3,3
1,1,923,1,81793,"71,40,89",7,3,37
1,1,1539,1,14249,"95,15,54",42,3,98
1,1,649,2,13246,"76,9,76",35,3,35
0,1,98,1,56732,"86,52,36",25,3,85
1,1,810,2,49078,"86,63,11",5,3,96
1,1,329,2,20354,"60,27,23",40,3,71
1,1,1983,2,60671,"4,20,78",6,3,57
1,1,380,2,48116,"28,96,87",44,3,69
0,0,1510,2,58452,"22,67,47",7,3,49
1,0,1124,1,63648,"28,34,33",69,3,1
0,0,1321,1,29880,"17,75,8",1,3,80
0,0,1470,1,84103,"23,27,42",94,3,6
1,0,635,1,11086,"40,12,73",23,3,96
1,0,557,2,21132,"21,26,15",83,3,14
0,0,1024,2,41464,"92,95,44",43,3,34
0,1,1773,1,38262,"53,43,22",46,3,89
1,0,979,1,23129,"13,99,8",8,3,86
1,1,568,1,21823,"95,71,19",97,3,23
0,1,254,1,99104,"27,52,98",21,3,58
1,1,187,2,40667,"29,8,77",21,3,16
0,0,1244,1,44995,"76,95,99",17,3,5
1,1,1794,2,64226,"0,5,14",48,3,15
0,1,24,2,13571,"80,96,6",47,3,66
1,1,666,1,11845,"40,99,14",50,3,70
1,0,735,2,97048,"67,67,73",53,3,43
1,0,304,2,28611,"49,47,4",40,3,16
1,0,1403,1,60832,"46,19,74",66,3,51
1,0,1719,1,80382,"53,94,48",23,3,88
1,0,551,2,14852,"71,58,95",4,3,6
0,0,1917,1,33337,"38,77,49",25,3,32
0,1,305,1,96236,"93,13,51",40,3,76
0,1,939,2,43531,"41,2,62",84,3,26
0,1,331,2,71992,"28,88,93",23,3,3
1,1,1126,1,28382,"88,80,94",20,3,67
1,1,561,1,34048,"31,54,15",62,3,94
1,1,658,2,25904,"13,1,87",94,3,44
1,0,149,2,11117,"96,40,21",10,3,95
0,1,835,1,10658,"84,0,43",13,3,94
0,0,23,1,16167,"69,61,57",44,3,46
0,0,0,2,25148,"87,73,95",15,3,40
0,1,119,1,92592,"91,99,55",81,3,25
0,0,298,1,50398,"26,55,96",19,3,57
1,1,1666,2,66734,"86,35,11",62,3,51
0,1,1888,1,82922,"36,19,92",91,3,31
1,1,384,2,35351,"68,4,12",71,3,54
0,0,603,2,93812,"99,81,94",92,3,72
0,1,1020,1,46476,"73,81,58",72,3,21
1,0,1909,2,18371,"7,17,89",11,3,49
1,1,1900,1,69537,"62,12,52",11,3,32
0,0,1631,2,28579,"3,55,26",47,3,12
1,1,759,2,16064,"57,13,39",40,3,66
0,1,477,2,72815,"62,0,57",27,3,75
1,1,519,1,55536,"48,34,32",39,3,7
1,1,1470,2,10706,"72,45,85",69,3,51
1,0,630,1,38347,"82,91,1",49,3,59
1,0,1080,1,74155,"62,64,92",21,3,19
0,1,1532,2,90806,"25,52,53",7,3,32
1,1,1156,1,90388,"67,26,75",17,3,1
0,1,159,1,79739,"81,91,33",44,3,48
0,1,424,1,14582,"47,53,45",21,3,37
1,1,712,1,19420,"27,19,100",32,3,95
0,1,944,2,62658,"87,62,5",87,3,50
0,1,950,1,44740,"42,57,52",43,3,94
0,0,275,2,12731,"39,0,30",32,3,57
1,1,1623,1,70765,"94,35,29",48,3,77
1,0,773,2,65980,"84,24,23",15,3,16
0,1,479,1,43947,"87,74,56",66,3,42
1,0,983,2,36227,"22,73,49",31,3,44
0,1,292,1,12977,"72,22,100",39,3,91
0,0,809,1,15220,"58,9,70",80,3,66
0,0,869,2,82178,"90,19,26",85,3,79
0,1,894,2,80448,"19,84,84",5,3,95
0,0,1021,1,13354,"91,25,32",54,3,44
1,0,1755,1,71588,"80,35,32",34,3,14
0,1,1321,1,80919,"89,98,16",3,3,48
0,1,962,1,79848,"31,2,92",55,3,91
0,0,1081,1,55611,"3,99,99",11,3,67
1,0,464,2,47668,"16,14,21",96,3,28
1,1,576,2,73877,"11,12,76",72,3,78
1,1,605,2,32978,"96,84,27",12,3,50
0,1,613,2,54545,"54,98,24",51,3,57
1,0,894,2,47470,"63,25,48",22,3,33
0,1,383,2,91272,"0,88,31",66,3,61
0,1,1288,1,39182,"5,90,38",12,3,92
0,0,1969,1,55218,"79,22,94",60,3,25
1,1,1760,2,89500,"92,49,36",9,3,51
1,1,1345,1,83437,"49,28,59",32,3,1
1,0,461,1,81634,"0,14,75",15,3,5
0,1,1114,2,59827,"56,79,3",3,3,86
1,1,1414,1,59719,"94,16,2",96,3,65
1,0,1904,1,98412,"22,4,98",8,3,77
0,0,766,2,38332,"68,55,95",56,3,76
0,0,774,2,24753,"27,89,75",74,3,17
1,1,1889,1,51534,"77,88,68",14,3,76
1,1,137,1,29282,"12,3,49",93,3,74
0,0,533,2,67069,"79,14,4",67,3,76
0,0,282,2,68873,"41,76,78",87,3,68
0,0,30,2,23479,"93,33,99",66,3,7
0,0,1783,2,36321,"91,31,58",36,3,30
1,0,1480,2,10315,"28,2,88",29,3,91
0,0,674,2,93457,"61,5,18",52,3,81
1,0,1019,1,42404,"76,73,18",47,3,2
1,0,822,1,22716,"64,84,56",58,3,35
1,0,1080,2,59670,"74,26,27",73,3,13
1,0,583,1,56896,"89,33,53",37,3,74
1,0,1307,1,69674,"32,25,9",95,3,0
1,0,1855,2,68534,"12,20,33",24,3,78
1,0,1914,1,68856,"74,1,58",70,3,2
1,1,1454,1,24709,"53,28,90",84,3,69
1,1,1440,2,51064,"27,19,79",1,3,99
0,0,1956,1,40273,"84,32,46",84,3,48
0,0,943,1,66808,"88,56,80",88,3,11
0,1,474,2,76739,"48,81,57",11,3,10
0,1,1072,1,52440,"54,65,19",74,3,59
0,1,1945,2,31775,"84,6,69",81,3,12
1,1,1695,2,18836,"27,48,6",82,3,20
1,0,1444,2,56902,"53,77,89",12,3,60
0,0,1491,1,50483,"11,15,61",7,3,87
1,0,1576,1,67912,"25,30,38",81,3,34
0,0,1920,1,89667,"18,72,2",45,3,71
0,1,277,1,48204,"18,6,6",7,3,4
1,0,247,1,13013,"0,15,64",24,3,45
0,0,1791,2,74768,"60,70,34",45,3,88
1,1,1212,1,14976,"78,79,21",25,3,58
1,1,966,2,62106,"56,91,97",80,3,77
1,0,884,1,80828,"88,59,36",92,3,21
1,0,151,2,30152,"6,86,92",75,3,93
1,1,163,1,60993,"75,71,99",98,3,62
0,1,238,1,53733,"92,40,77",70,3,35
0,0,329,1,24533,"96,26,83",75,3,59
1,1,703,2,44830,"59,71,61",23,3,93
0,1,961,1,11988,"89,7,61",2,3,19
1,1,1376,2,14952,"28,56,14",9,3,31
0,0,1177,1,83611,"74,85,94",64,3,61
1,0,1461,1,75837,"69,18,11",63,3,89
1,1,1541,2,13352,"95,71,44",2,3,5
1,1,1959,2,17889,"26,64,15",1,3,44
0,1,954,2,28372,"54,38,92",38,3,84
1,0,1583,1,70863,"67,54,51",35,3,76
0,1,886,2,61397,"98,93,94",3,3,95
1,1,1524,1,28348,"76,6,12",88,3,65
0,1,1965,1,87612,"68,0,82",58,3,21
1,0,571,1,20759,"4,49,12",39,3,14
0,0,843,2,82948,"93,19,25",73,3,7
0,1,1419,1,28806,"86,32,25",66,3,70
1,1,1944,2,98547,"30,15,63",59,3,20
1,0,469,1,43362,"35,24,57",27,3,42
1,1,852,2,41641,"70,40,96",95,3,62
0,0,669,2,96636,"8,23,15",24,3,17
0,1,347,1,23642,"81,59,65",96,3,84
0,1,225,1,12869,"21,17,16",68,3,82
1,0,1247,1,55952,"89,72,82",51,3,90
1,1,1715,1,71456,"9,21,73",14,3,21
0,1,558,1,47203,"60,99,73",55,3,29
0,1,1455,1,50797,"19,14,37",80,3,17
1,0,637,2,34802,"32,61,74",80,3,22
0,1,897,1,54705,"5,59,47",62,3,38
1,0,799,2,74029,"77,36,3",45,3,46
1,1,36,1,39732,"52,74,61",37,3,73
1,0,1837,2,65556,"2,43,13",52,3,3
0,0,212,1,88622,"78,33,66",82,3,86
1,1,1389,2,60603,"67,19,48",80,3,55
0,0,1209,2,24519,"60,15,6",27,3,32
0,1,1068,2,59106,"15,75,53",97,3,53
1,1,1213,1,70068,"86,95,2",35,3,58
0,1,1720,2,17673,"83,30,81",42,3,30
1,1,682,2,47667,"85,15,39",85,3,97
0,0,1551,2,10582,"32,36,29",6,3,76
1,1,677,1,55502,"23,59,41",70,3,6
0,1,355,1,72327,"30,78,58",33,3,34
0,1,1330,1,52403,"88,20,60",27,3,20
0,0,1692,1,20558,"67,21,80",73,3,85
1,1,864,1,49737,"30,65,13",32,3,67
1,1,409,2,88605,"93,98,94",50,3,94
1,0,333,2,35766,"97,65,22",33,3,25
1,0,710,2,86139,"53,76,55",41,3,94
1,1,494,1,47780,"81,68,29",26,3,33
0,0,423,1,63444,"27,32,3",22,3,8
0,1,1826,1,89257,"48,23,19",68,3,44
0,0,1900,2,37371,"55,47,67",29,3,10
0,1,322,2,26036,"13,22,7",6,3,65
0,1,913,1,76255,"26,84,39",57,3,1
0,0,599,2,79701,"87,0,11",38,3,99
1,0,1943,2,12298,"64,24,60",65,3,14
1,0,1477,1,53200,"86,34,63",67,3,60
0,1,1089,2,59426,"26,56,58",30,3,32
1,0,898,1,80427,"11,100,100",17,3,98
0,1,1865,1,98378,"93,15,73",86,3,99
1,0,1206,1,65226,"92,11,67",22,3,45
1,1,1452,1,85201,"0,77,7",41,3,60
1,0,812,1,21756,"48,3,17",63,3,34
1,1,1473,1,47048,"74,15,96",71,3,41
0,0,1552,2,79217,"65,93,38",56,3,22
1,0,1683,1,34113,"41,65,27",91,3,3
0,1,1736,1,38219,"20,10,67",74,3,20
1,1,609,2,45467,"84,11,58",6,3,78
1,1,1682,2,23167,"54,55,49",50,3,1
0,0,1980,2,49216,"86,85,37",67,3,91
1,1,1858,1,49995,"72,77,29",55,3,98
0,0,1447,2,31563,"32,52,91",37,3,8
0,1,528,2,62454,"89,22,83",40,3,5
0,1,1230,2,65620,"51,6,21",86,3,82
0,0,86,2,85967,"89,40,24",85,3,43
1,0,1919,2,64407,"2,24,45",92,3,31
0,0,694,1,74306,"13,68,27",19,3,67
1,1,679,1,17738,"66,91,56",60,3,87
0,0,1404,1,39144,"20,26,49",45,3,91
1,0,1407,1,40539,"70,72,76",36,3,87
0,0,1211,2,23308,"6,74,34",26,3,5
0,0,872,2,78375,"32,48,67",36,3,39
1,1,563,1,13664,"62,59,74",60,3,15
1,1,357,2,42605,"40,62,72",30,3,94
0,0,147,1,24003,"27,100,2",6,3,79
1,0,1393,1,75396,"43,74,27",18,3,58
1,0,1843,2,26988,"68,70,2",50,3,27
1,0,1379,2,93265,"56,84,70",74,3,73
0,1,1987,1,11620,"69,77,35",31,3,44
0,1,848,2,63952,"60,87,6",77,3,24
1,1,340,2,62677,"56,78,72",94,3,59
1,1,1469,2,98480,"54,39,53",35,3,45
1,0,612,2,93532,"51,1,26",98,3,20
1,1,755,2,52347,"36,85,40",100,3,60
1,0,853,2,84868,"62,98,10",6,3,64
1,1,1546,1,54514,"75,30,36",6,3,47
0,0,1303,1,36175,"69,100,7",59,3,51
0,0,1208,1,62598,"0,35,2",58,3,55
1,1,28,2,24946,"69,5,80",16,3,10
1,1,132,2,66723,"81,61,98",44,3,7
1,0,1591,1,22495,"85,35,87",77,3,92
1,1,940,1,31161,"70,96,36",34,3,12
1,1,1882,2,99538,"16,7,61",77,3,54
0,0,454,1,86197,"57,42,29",6,3,15
1,0,1353,2,88714,"10,65,28",42,3,42
0,1,707,2,85745,"27,81,95",69,3,10
1,0,1234,1,82054,"42,48,45",48,3,61
1,1,751,1,62502,"23,47,77",36,3,13
1,1,120,1,98581,"28,59,35",72,3,91
1,1,837,1,24646,"33,73,39",27,3,97
0,0,1272,2,33646,"96,60,44",54,3,91
0,1,811,2,51267,"20,73,33",31,3,14
0,0,615,2,16323,"26,88,11",98,3,27
0,1,998,1,22129,"49,68,82",29,3,40
1,1,849,1,16047,"18,54,87",64,3,44
0,1,1961,2,22451,"33,23,3",12,3,94
1,1,822,1,95884,"56,63,37",14,3,65
1,1,1483,2,60025,"83,8,86",84,3,93
0,1,1755,2,19827,"14,41,77",77,3,75
1,0,1136,2,31575,"38,90,61",75,3,6
0,0,402,1,45815,"98,66,9",68,3,14
0,1,248,1,53354,"5,18,59",70,3,54
0,1,1778,1,63260,"91,49,6",83,3,4
0,1,1522,2,62950,"45,53,24",62,3,60
0,0,441,2,30920,"66,2,74",47,3,64
1,1,935,1,15067,"67,30,97",41,3,55
0,0,124,1,32750,"43,72,33",13,3,26
1,1,626,2,57067,"90,18,14",21,3,0
1,0,1362,1,15374,"74,89,0",79,3,14
0,1,1221,2,85206,"7,30,74",10,3,52
0,1,1496,1,45079,"18,26,75",16,3,98
1,1,252,1,91244,"79,42,35",55,3,95
0,0,1006,1,38901,"42,48,94",37,3,75
1,0,1047,1,98399,"31,73,66",28,3,28
1,0,124,1,70230,"75,45,87",30,3,49
0,1,1702,1,65094,"53,95,8",61,3,87
1,1,1490,2,31781,"52,83,67",97,3,5
1,0,705,2,41990,"12,16,10",75,3,28
1,1,1642,2,66927,"83,49,20",24,3,12
1,0,1429,2,87944,"59,59,55",5,3,59
1,1,1348,2,30948,"72,38,42",67,3,19
1,1,1149,1,73557,"22,46,66",68,3,50
0,0,521,2,13716,"82,18,86",44,3,91
0,0,435,1,38496,"48,87,78",94,3,38
1,1,1070,1,77864,"41,70,54",85,3,7
0,1,1040,1,90147,"5,2,51",30,3,67
1,0,1616,2,95719,"37,28,56",55,3,21
1,0,1074,1,46583,"32,79,72",19,3,67
1,0,148,1,44651,"90,19,24",98,3,34
